@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lpx numeric
@attribute lpy numeric
@attribute lpz numeric
@attribute lrx numeric
@attribute lry numeric
@attribute lrz numeric
@attribute lrw numeric
@attribute rpx numeric
@attribute rpy numeric
@attribute rpz numeric
@attribute rrx numeric
@attribute rry numeric
@attribute rrz numeric
@attribute rrw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 {0,1,2,3,4,5}

@data
4600,'2020/05/05 21:29:31:552',29,0.304075,1.085455,0.027592,0.214163,-0.36522,0.119244,-0.89807,0.405055,0.620045,-0.248329,-0.070454,-0.281033,-0.535944,-0.792982,?,?,?,?,?,?
4601,'2020/05/05 21:29:31:568',29,0.304274,1.085078,0.027394,0.213927,-0.365794,0.120028,-0.897788,0.405055,0.620045,-0.248329,-0.070455,-0.281032,-0.535945,-0.792981,?,?,?,?,?,?
4602,'2020/05/05 21:29:31:580',29,0.304674,1.08477,0.027133,0.213644,-0.366762,0.1211,-0.897316,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4603,'2020/05/05 21:29:31:595',29,0.305752,1.085488,0.02714,0.213416,-0.367673,0.122184,-0.89685,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4604,'2020/05/05 21:29:31:607',29,0.306757,1.086449,0.027248,0.213349,-0.368143,0.122414,-0.896643,0.405055,0.620045,-0.248329,-0.070454,-0.281033,-0.535947,-0.79298,?,?,?,?,?,?
4605,'2020/05/05 21:29:31:624',29,0.307154,1.087156,0.027481,0.213496,-0.367584,0.121724,-0.896931,0.405055,0.620045,-0.248329,-0.070455,-0.281033,-0.535946,-0.79298,?,?,?,?,?,?
4606,'2020/05/05 21:29:31:637',29,0.307224,1.087261,0.02769,0.21349,-0.36705,0.121319,-0.897206,0.405055,0.620045,-0.248329,-0.070455,-0.281032,-0.535945,-0.792981,?,?,?,?,?,?
4607,'2020/05/05 21:29:31:652',29,0.307411,1.087361,0.027949,0.213488,-0.366444,0.121807,-0.897388,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792983,?,?,?,?,?,?
4608,'2020/05/05 21:29:31:663',29,0.307852,1.087633,0.028328,0.213741,-0.365377,0.123841,-0.897484,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4609,'2020/05/05 21:29:31:679',29,0.308249,1.088121,0.028807,0.215025,-0.363912,0.12726,-0.897294,0.405055,0.620045,-0.248329,-0.070455,-0.281034,-0.535943,-0.792983,?,?,?,?,?,?
4610,'2020/05/05 21:29:31:691',29,0.308437,1.088907,0.029206,0.217391,-0.362116,0.129727,-0.897097,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4611,'2020/05/05 21:29:31:706',29,0.30861,1.089496,0.02943,0.2185,-0.360645,0.130282,-0.89734,0.405055,0.620045,-0.248329,-0.070456,-0.281033,-0.535949,-0.792979,?,?,?,?,?,?
4612,'2020/05/05 21:29:31:720',29,0.308914,1.089787,0.029442,0.217952,-0.359976,0.128621,-0.897981,0.405055,0.620045,-0.248329,-0.070456,-0.281033,-0.535945,-0.792981,?,?,?,?,?,?
4613,'2020/05/05 21:29:31:735',29,0.309278,1.08963,0.029204,0.216217,-0.360908,0.126467,-0.898333,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4614,'2020/05/05 21:29:31:747',29,0.310622,1.089977,0.028693,0.21404,-0.36269,0.123821,-0.898505,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,?,?,?,?,?
4615,'2020/05/05 21:29:31:763',29,0.311667,1.090541,0.02832,0.213084,-0.363809,0.121642,-0.898577,0.405055,0.620045,-0.248329,-0.070455,-0.281033,-0.535945,-0.792982,?,?,?,?,?,?
4616,'2020/05/05 21:29:31:776',29,0.312363,1.091158,0.02806,0.213016,-0.364385,0.120564,-0.898505,0.405055,0.620045,-0.248329,-0.070454,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4617,'2020/05/05 21:29:31:791',29,0.313825,1.093306,0.028461,0.213898,-0.364456,0.120178,-0.898319,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,?,?,?,?,?
4618,'2020/05/05 21:29:31:803',29,0.315889,1.096469,0.029322,0.215088,-0.364345,0.119712,-0.898142,0.405055,0.620045,-0.248329,-0.070453,-0.281031,-0.535946,-0.792981,?,?,?,?,?,?
4619,'2020/05/05 21:29:31:817',29,0.317611,1.098947,0.029883,0.215928,-0.364443,0.118953,-0.898002,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,?,?,?,?,?
4620,'2020/05/05 21:29:31:831',29,0.318738,1.100466,0.030006,0.21636,-0.364695,0.118081,-0.89791,0.405055,0.620044,-0.248329,-0.070456,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4621,'2020/05/05 21:29:31:845',29,0.319619,1.101295,0.029949,0.216242,-0.365321,0.11707,-0.897817,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4622,'2020/05/05 21:29:31:858',29,0.320454,1.102032,0.029876,0.216016,-0.365858,0.116288,-0.897754,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4623,'2020/05/05 21:29:31:875',29,0.319081,1.09982,0.028783,0.214795,-0.366767,0.116168,-0.897691,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4624,'2020/05/05 21:29:31:886',29,0.316008,1.095982,0.027057,0.214677,-0.367141,0.115803,-0.897614,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792983,?,?,?,?,?,?
4625,'2020/05/05 21:29:31:902',29,0.312641,1.092263,0.025662,0.215456,-0.366861,0.116506,-0.897451,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,?,?,?,?,?
4626,'2020/05/05 21:29:31:915',29,0.311038,1.090478,0.02445,0.216009,-0.366936,0.116764,-0.897254,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4627,'2020/05/05 21:29:31:929',29,0.309314,1.088455,0.022985,0.21652,-0.367316,0.116819,-0.896968,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792983,?,?,?,?,?,?
4628,'2020/05/05 21:29:31:941',29,0.30821,1.087312,0.021964,0.216958,-0.367355,0.116468,-0.896892,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4629,'2020/05/05 21:29:31:957',29,0.30742,1.086518,0.021034,0.217364,-0.367407,0.115835,-0.896854,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4630,'2020/05/05 21:29:31:970',29,0.30643,1.085354,0.020154,0.217456,-0.367301,0.115714,-0.896891,0.405055,0.620045,-0.248329,-0.070454,-0.28103,-0.535946,-0.792982,?,?,?,?,?,?
4631,'2020/05/05 21:29:31:985',29,0.305748,1.084506,0.01958,0.21733,-0.367201,0.116317,-0.896884,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,?,?,?,?,?
4632,'2020/05/05 21:29:31:997',29,0.305654,1.084391,0.0191,0.217344,-0.367124,0.116629,-0.896872,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535944,-0.792983,?,?,?,?,?,?
4633,'2020/05/05 21:29:32:013',29,0.305574,1.084377,0.018597,0.217568,-0.36704,0.116421,-0.896879,0.405055,0.620044,-0.248329,-0.070456,-0.281032,-0.535944,-0.792982,?,?,?,?,?,?
4634,'2020/05/05 21:29:32:026',29,0.305408,1.084524,0.017982,0.21831,-0.366749,0.116241,-0.896841,0.405055,0.620044,-0.248329,-0.070455,-0.281033,-0.535944,-0.792982,?,?,?,?,?,?
4635,'2020/05/05 21:29:32:042',29,0.305335,1.084572,0.017436,0.218974,-0.366489,0.116515,-0.89675,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792983,?,?,?,?,?,?
4636,'2020/05/05 21:29:32:053',29,0.305379,1.084462,0.0169,0.219147,-0.366728,0.116903,-0.89656,0.405055,0.620045,-0.248329,-0.070455,-0.281033,-0.535945,-0.792982,?,?,?,?,?,?
4637,'2020/05/05 21:29:32:069',29,0.305515,1.084208,0.016085,0.218645,-0.367748,0.117146,-0.896232,0.405055,0.620045,-0.24833,-0.070456,-0.281034,-0.535947,-0.79298,?,?,?,?,?,?
4638,'2020/05/05 21:29:32:081',29,0.305705,1.084119,0.014971,0.21818,-0.369082,0.115972,-0.89595,0.405055,0.620045,-0.248329,-0.070455,-0.281031,-0.535946,-0.792982,?,?,?,?,?,?
4639,'2020/05/05 21:29:55:195',30,-0.405226,0.843353,0.224063,-0.077097,0.220373,0.080431,-0.969032,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535944,-0.792983,?,0,?,?,?,?
4640,'2020/05/05 21:29:55:211',30,-0.389023,0.84448,0.22968,-0.075993,0.206381,0.080613,-0.97218,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535945,-0.792982,?,0,?,?,?,?
4641,'2020/05/05 21:29:55:222',30,-0.372346,0.845917,0.234899,-0.073919,0.193316,0.080664,-0.975017,0.405055,0.620045,-0.248329,-0.070459,-0.28103,-0.535952,-0.792978,?,0,?,?,?,?
4642,'2020/05/05 21:29:55:239',30,-0.355607,0.847642,0.239854,-0.070776,0.182191,0.080659,-0.97739,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535945,-0.792982,?,0,?,?,?,?
4643,'2020/05/05 21:29:55:251',30,-0.338154,0.849303,0.244527,-0.068055,0.170623,0.07975,-0.979743,0.405055,0.620044,-0.248329,-0.070456,-0.281029,-0.535943,-0.792984,?,0,?,?,?,?
4644,'2020/05/05 21:29:55:265',30,-0.319843,0.850857,0.24869,-0.066204,0.157876,0.078707,-0.982088,0.405055,0.620043,-0.248329,-0.070454,-0.281032,-0.535931,-0.792992,?,0,?,?,?,?
4645,'2020/05/05 21:29:55:278',30,-0.300929,0.852584,0.2525,-0.06389,0.144711,0.078199,-0.984308,0.405055,0.620044,-0.24833,-0.070458,-0.281033,-0.535939,-0.792985,?,0,?,?,?,?
4646,'2020/05/05 21:29:55:294',30,-0.281308,0.85444,0.255931,-0.060995,0.131155,0.07748,-0.986445,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535944,-0.792983,?,0,?,?,?,?
4647,'2020/05/05 21:29:55:306',30,-0.261066,0.856302,0.258739,-0.057756,0.117535,0.075966,-0.988473,0.405055,0.620046,-0.248329,-0.070452,-0.281032,-0.535952,-0.792977,?,0,?,?,?,?
4648,'2020/05/05 21:29:55:322',30,-0.240358,0.85794,0.261036,-0.055121,0.104053,0.074153,-0.990271,0.405055,0.620045,-0.248329,-0.070456,-0.28103,-0.535954,-0.792976,?,0,?,?,?,?
4649,'2020/05/05 21:29:55:334',30,-0.219207,0.859163,0.263125,-0.054172,0.088973,0.072094,-0.991943,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535945,-0.792982,?,0,?,?,?,?
4650,'2020/05/05 21:29:55:349',30,-0.196433,0.860249,0.264129,-0.05428,0.070664,0.072525,-0.993378,0.405055,0.620043,-0.248329,-0.070458,-0.281031,-0.535935,-0.792988,?,0,?,?,?,?
4651,'2020/05/05 21:29:55:363',30,-0.173628,0.861728,0.26474,-0.053129,0.051565,0.074968,-0.994434,0.405056,0.620045,-0.24833,-0.070453,-0.281039,-0.535936,-0.792986,?,0,?,?,?,?
4652,'2020/05/05 21:29:55:378',30,-0.151287,0.863422,0.265355,-0.051338,0.033158,0.076913,-0.995163,0.405055,0.620045,-0.248329,-0.07045,-0.281035,-0.535943,-0.792983,?,0,?,?,?,?
4653,'2020/05/05 21:29:55:390',30,-0.127666,0.865847,0.264252,-0.04812,0.014458,0.080663,-0.995474,0.405055,0.620046,-0.248329,-0.070452,-0.281032,-0.535952,-0.792977,?,0,?,?,?,?
4654,'2020/05/05 21:29:55:404',30,-0.10507,0.868406,0.263174,-0.044444,-0.001437,0.082114,-0.995631,0.405055,0.620045,-0.248329,-0.070456,-0.281033,-0.535949,-0.792979,?,0,?,?,?,?
4655,'2020/05/05 21:29:55:418',30,-0.083023,0.870858,0.262475,-0.040781,-0.01698,0.082179,-0.995638,0.405055,0.620046,-0.248329,-0.070453,-0.281034,-0.53595,-0.792978,?,0,?,?,?,?
4656,'2020/05/05 21:29:55:433',30,-0.060127,0.873856,0.259263,-0.036591,-0.032293,0.08394,-0.995275,0.405055,0.620045,-0.248329,-0.070453,-0.281034,-0.535942,-0.792983,?,0,?,?,?,?
4657,'2020/05/05 21:29:55:446',30,-0.036874,0.876544,0.255504,-0.033874,-0.050116,0.084314,-0.994601,0.405055,0.620044,-0.248329,-0.070454,-0.281033,-0.535936,-0.792988,?,0,?,?,?,?
4658,'2020/05/05 21:29:55:461',30,-0.013956,0.879164,0.252568,-0.031124,-0.068175,0.082646,-0.993757,0.405055,0.620043,-0.248329,-0.070457,-0.281032,-0.535932,-0.79299,?,0,?,?,?,?
4659,'2020/05/05 21:29:55:473',30,0.010021,0.882659,0.246626,-0.027699,-0.087964,0.0784,-0.992647,0.405055,0.620045,-0.248329,-0.070455,-0.281033,-0.535945,-0.792982,?,0,?,?,?,?
4660,'2020/05/05 21:29:55:488',30,0.03261,0.886374,0.240995,-0.023136,-0.10382,0.07299,-0.991644,0.405054,0.620048,-0.248329,-0.070448,-0.281034,-0.535962,-0.79297,?,0,?,?,?,?
4661,'2020/05/05 21:29:55:502',30,0.054197,0.890266,0.23474,-0.017903,-0.11711,0.069386,-0.99053,0.405055,0.620047,-0.248329,-0.070453,-0.281032,-0.53596,-0.792972,?,0,?,?,?,?
4662,'2020/05/05 21:29:55:516',30,0.075084,0.893891,0.227688,-0.012813,-0.129791,0.067795,-0.989138,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,0,?,?,?,?
4663,'2020/05/05 21:29:55:530',30,0.095829,0.896883,0.219369,-0.008573,-0.143942,0.069707,-0.987091,0.405055,0.620044,-0.248329,-0.070457,-0.281032,-0.53594,-0.792985,?,0,?,?,?,?
4664,'2020/05/05 21:29:55:544',30,0.11714,0.899389,0.21108,-0.005125,-0.160648,0.070184,-0.9845,0.405055,0.620043,-0.248329,-0.070456,-0.281034,-0.535934,-0.792988,?,0,?,?,?,?
4665,'2020/05/05 21:29:55:556',30,0.138497,0.901409,0.201386,-0.002044,-0.17906,0.071062,-0.981266,0.405055,0.620044,-0.24833,-0.070458,-0.281035,-0.535937,-0.792986,?,0,?,?,?,?
4666,'2020/05/05 21:29:55:572',30,0.15953,0.903175,0.190692,0.001884,-0.196899,0.070928,-0.977853,0.405055,0.620044,-0.248329,-0.070455,-0.281031,-0.535943,-0.792983,?,0,?,?,?,?
4667,'2020/05/05 21:29:55:585',30,0.180579,0.904046,0.178705,0.003563,-0.215576,0.066911,-0.974185,0.405055,0.620045,-0.248329,-0.070456,-0.28103,-0.53595,-0.792979,?,0,?,?,?,?
4668,'2020/05/05 21:29:55:601',30,0.201168,0.904244,0.165807,0.003804,-0.233848,0.061244,-0.970335,0.405055,0.620045,-0.248329,-0.070456,-0.28103,-0.53595,-0.792979,?,0,?,?,?,?
4669,'2020/05/05 21:29:55:614',30,0.220617,0.904162,0.152732,0.007286,-0.250473,0.061556,-0.966137,0.405055,0.620044,-0.248329,-0.070457,-0.281031,-0.535946,-0.792981,?,0,?,?,?,?
4670,'2020/05/05 21:29:55:628',30,0.23927,0.903673,0.139623,0.015594,-0.267222,0.069834,-0.960975,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535942,-0.792984,?,0,?,?,?,?
4671,'2020/05/05 21:29:55:641',30,0.256967,0.902427,0.126348,0.028152,-0.283936,0.089209,-0.954269,0.405055,0.620044,-0.24833,-0.070456,-0.281034,-0.53594,-0.792985,?,0,?,?,?,?
4672,'2020/05/05 21:29:55:657',30,0.274671,0.899677,0.112254,0.037071,-0.303564,0.111651,-0.94552,0.405055,0.620045,-0.248329,-0.070453,-0.281034,-0.535944,-0.792982,?,0,?,?,?,?
4673,'2020/05/05 21:29:55:669',30,0.292641,0.893482,0.094927,0.03729,-0.333115,0.136182,-0.932254,0.405055,0.620045,-0.248329,-0.070453,-0.281031,-0.53595,-0.792979,?,0,?,?,?,?
4674,'2020/05/05 21:29:55:683',30,0.310326,0.888426,0.077251,0.036169,-0.362737,0.148347,-0.919297,0.405055,0.620045,-0.248329,-0.070456,-0.28103,-0.53595,-0.792979,?,0,?,?,?,?
4675,'2020/05/05 21:29:55:696',30,0.326947,0.885174,0.060946,0.035736,-0.386067,0.151351,-0.909268,0.405055,0.620045,-0.248329,-0.070455,-0.281032,-0.53595,-0.792979,?,0,?,?,?,?
4676,'2020/05/05 21:29:55:711',30,0.339989,0.884798,0.046537,0.031116,-0.398146,0.136745,-0.906539,0.405055,0.620045,-0.248329,-0.070455,-0.281033,-0.535945,-0.792982,?,0,?,?,?,?
4677,'2020/05/05 21:29:55:724',30,0.352837,0.887653,0.035999,0.028277,-0.403987,0.12021,-0.906391,0.405055,0.620045,-0.248329,-0.070453,-0.281033,-0.535946,-0.792981,?,0,?,?,?,?
4678,'2020/05/05 21:29:55:739',30,0.365667,0.889702,0.025032,0.027275,-0.411122,0.108896,-0.904642,0.405055,0.620045,-0.248329,-0.070453,-0.281034,-0.535946,-0.792981,?,0,?,?,?,?
4679,'2020/05/05 21:29:55:753',30,0.371281,0.896052,0.018191,0.031237,-0.402669,0.094306,-0.909939,0.405055,0.620045,-0.248329,-0.070456,-0.281033,-0.535949,-0.792979,?,0,?,?,?,?
4680,'2020/05/05 21:29:55:767',30,0.379132,0.899452,0.008865,0.034575,-0.404877,0.086399,-0.909623,0.405055,0.620046,-0.248329,-0.07045,-0.281035,-0.535952,-0.792976,?,0,?,?,?,?
4681,'2020/05/05 21:29:55:780',30,0.387812,0.902024,-0.000802,0.036774,-0.409836,0.080186,-0.907884,0.405055,0.620049,-0.24833,-0.070444,-0.281039,-0.53596,-0.79297,?,0,?,?,?,?
4682,'2020/05/05 21:29:55:795',30,0.39274,0.906404,-0.007376,0.040448,-0.416482,0.083908,-0.90436,0.405055,0.620048,-0.24833,-0.070446,-0.281041,-0.535956,-0.792972,?,0,?,?,?,?
4683,'2020/05/05 21:29:55:808',30,0.399972,0.910283,-0.014742,0.044871,-0.425677,0.087573,-0.899509,0.405055,0.620049,-0.24833,-0.070445,-0.281038,-0.535959,-0.792971,?,0,?,?,?,?
4684,'2020/05/05 21:29:55:823',30,0.406536,0.914152,-0.021661,0.050273,-0.434254,0.092093,-0.894659,0.405054,0.62005,-0.248329,-0.070441,-0.281037,-0.535971,-0.792964,?,0,?,?,?,?
4685,'2020/05/05 21:29:55:836',30,0.410966,0.918092,-0.028217,0.056986,-0.443612,0.096908,-0.88914,0.405055,0.62005,-0.24833,-0.070443,-0.28104,-0.535965,-0.792966,?,0,?,?,?,?
4686,'2020/05/05 21:29:55:851',30,0.414505,0.922697,-0.033843,0.06294,-0.451759,0.096754,-0.884642,0.405055,0.62005,-0.24833,-0.070442,-0.281041,-0.535962,-0.792968,?,0,?,?,?,?
4687,'2020/05/05 21:29:55:864',30,0.416793,0.927189,-0.037702,0.066214,-0.456707,0.092384,-0.882326,0.405054,0.62005,-0.248329,-0.070441,-0.281037,-0.53597,-0.792964,?,0,?,?,?,?
4688,'2020/05/05 21:29:55:879',30,0.417496,0.931086,-0.039431,0.067309,-0.457308,0.088327,-0.882347,0.405055,0.620048,-0.24833,-0.070449,-0.281038,-0.535963,-0.792968,?,0,?,?,?,?
4689,'2020/05/05 21:29:55:892',30,0.417125,0.934461,-0.0398,0.06782,-0.456524,0.084913,-0.883049,0.405055,0.620046,-0.248329,-0.070451,-0.281034,-0.535949,-0.792979,?,0,?,?,?,?
4690,'2020/05/05 21:29:55:905',30,0.415995,0.936949,-0.039106,0.067011,-0.455656,0.080947,-0.883932,0.405055,0.620045,-0.248329,-0.070452,-0.281034,-0.535945,-0.792981,?,0,?,?,?,?
4691,'2020/05/05 21:29:55:919',30,0.413768,0.938085,-0.037163,0.064294,-0.453995,0.080247,-0.885051,0.405055,0.620044,-0.248329,-0.070454,-0.281032,-0.535943,-0.792983,?,0,?,?,?,?
4692,'2020/05/05 21:29:55:936',30,0.410329,0.938263,-0.033698,0.061033,-0.450668,0.083509,-0.886679,0.405055,0.620043,-0.248329,-0.07046,-0.281032,-0.535934,-0.792989,?,0,?,?,?,?
4693,'2020/05/05 21:29:55:947',30,0.406075,0.937955,-0.029073,0.057405,-0.447055,0.087391,-0.888375,0.405056,0.620041,-0.24833,-0.070464,-0.281032,-0.535929,-0.792992,?,0,?,?,?,?
4694,'2020/05/05 21:29:55:963',30,0.400995,0.937379,-0.022998,0.054395,-0.442319,0.092384,-0.890427,0.405055,0.620043,-0.248329,-0.070459,-0.281032,-0.535934,-0.792989,?,0,?,?,?,?
4695,'2020/05/05 21:29:55:975',30,0.395631,0.9373,-0.016182,0.053505,-0.436183,0.097866,-0.892919,0.405056,0.620042,-0.24833,-0.070463,-0.281033,-0.535934,-0.792988,?,0,?,?,?,?
4696,'2020/05/05 21:29:55:991',30,0.388167,0.937461,-0.006452,0.055338,-0.426635,0.104057,-0.896712,0.405055,0.620042,-0.248329,-0.070461,-0.281027,-0.535933,-0.792991,?,0,?,?,?,?
4697,'2020/05/05 21:29:56:002',30,0.380358,0.937738,0.003497,0.056935,-0.416985,0.109273,-0.900523,0.405055,0.620043,-0.248329,-0.070458,-0.281031,-0.535935,-0.792988,?,0,?,?,?,?
4698,'2020/05/05 21:29:56:018',30,0.372796,0.938094,0.012804,0.058031,-0.40788,0.114198,-0.904005,0.405055,0.620043,-0.248329,-0.07046,-0.281031,-0.53594,-0.792985,?,0,?,?,?,?
4699,'2020/05/05 21:29:56:030',30,0.361883,0.938164,0.025471,0.05929,-0.395392,0.119217,-0.908811,0.405055,0.620044,-0.248329,-0.070456,-0.281031,-0.535943,-0.792983,?,0,?,?,?,?
4700,'2020/05/05 21:29:56:046',30,0.351318,0.938274,0.037345,0.059986,-0.383379,0.123715,-0.9133,0.405055,0.620044,-0.248329,-0.070456,-0.281032,-0.535944,-0.792982,?,0,?,?,?,?
4701,'2020/05/05 21:29:56:059',30,0.341537,0.938461,0.048064,0.060373,-0.372377,0.129245,-0.917053,0.405055,0.620044,-0.248329,-0.070457,-0.281032,-0.535944,-0.792982,?,0,?,?,?,?
4702,'2020/05/05 21:29:56:073',30,0.327608,0.938158,0.062228,0.058666,-0.359061,0.132471,-0.922001,0.405055,0.620045,-0.248329,-0.070454,-0.281033,-0.535943,-0.792983,?,0,?,?,?,?
4703,'2020/05/05 21:29:56:086',30,0.314395,0.938313,0.075169,0.056579,-0.345716,0.132448,-0.92722,0.405055,0.620045,-0.248329,-0.070454,-0.281032,-0.535945,-0.792982,?,0,?,?,?,?
4704,'2020/05/05 21:29:56:102',30,0.299882,0.938851,0.088675,0.055128,-0.329493,0.129865,-0.933558,0.405055,0.620045,-0.24833,-0.070455,-0.281034,-0.535951,-0.792977,?,0,?,?,?,?
4705,'2020/05/05 21:29:56:114',30,0.284658,0.939207,0.102265,0.05453,-0.312508,0.1283,-0.93963,0.405056,0.620047,-0.24833,-0.070457,-0.281037,-0.535961,-0.792969,?,0,?,?,?,?
4706,'2020/05/05 21:29:56:128',30,0.267076,0.938691,0.116816,0.053258,-0.293878,0.128239,-0.945703,0.405055,0.620046,-0.248329,-0.070452,-0.281032,-0.535952,-0.792977,?,0,?,?,?,?
4707,'2020/05/05 21:29:56:143',30,0.249902,0.937993,0.130548,0.052515,-0.276008,0.131729,-0.950636,0.405055,0.620045,-0.248329,-0.070454,-0.281033,-0.535947,-0.79298,?,0,?,?,?,?
4708,'2020/05/05 21:29:56:157',30,0.231292,0.936487,0.144327,0.052449,-0.258322,0.136331,-0.954952,0.405055,0.620045,-0.248329,-0.070454,-0.281032,-0.535944,-0.792982,?,0,?,?,?,?
4709,'2020/05/05 21:29:56:169',30,0.21199,0.934303,0.157426,0.052287,-0.241401,0.140993,-0.958704,0.405055,0.620044,-0.248329,-0.070455,-0.281032,-0.535945,-0.792982,?,0,?,?,?,?
4710,'2020/05/05 21:29:56:184',30,0.192336,0.931202,0.169689,0.049844,-0.22547,0.146297,-0.961913,0.405055,0.620044,-0.248329,-0.070457,-0.281032,-0.535942,-0.792984,?,0,?,?,?,?
4711,'2020/05/05 21:29:56:197',30,0.171892,0.926421,0.181177,0.04428,-0.211102,0.151829,-0.964584,0.405055,0.620043,-0.248329,-0.07046,-0.281031,-0.535941,-0.792985,?,0,?,?,?,?
4712,'2020/05/05 21:29:56:213',30,0.15095,0.920781,0.191878,0.03688,-0.198001,0.155955,-0.967013,0.405055,0.620043,-0.24833,-0.070459,-0.281034,-0.535936,-0.792987,?,0,?,?,?,?
4713,'2020/05/05 21:29:56:225',30,0.12952,0.914972,0.202165,0.028244,-0.183975,0.159523,-0.969488,0.405056,0.620042,-0.24833,-0.070463,-0.281032,-0.53593,-0.792991,?,0,?,?,?,?
4714,'2020/05/05 21:29:56:241',30,0.107532,0.9093,0.212006,0.019962,-0.169336,0.160752,-0.972155,0.405056,0.620039,-0.24833,-0.070469,-0.281031,-0.535918,-0.792999,?,0,?,?,?,?
4715,'2020/05/05 21:29:56:255',30,0.084713,0.904696,0.22146,0.014557,-0.152839,0.159709,-0.975152,0.405056,0.620038,-0.24833,-0.070469,-0.281032,-0.535905,-0.793008,?,0,?,?,?,?
4716,'2020/05/05 21:29:56:268',30,0.061325,0.901391,0.230596,0.011545,-0.134293,0.161525,-0.977621,0.405056,0.620041,-0.24833,-0.070462,-0.281035,-0.535917,-0.792999,?,0,?,?,?,?
4717,'2020/05/05 21:29:56:281',30,0.037304,0.89815,0.238891,0.010064,-0.117186,0.166526,-0.978997,0.405056,0.620041,-0.24833,-0.070464,-0.281032,-0.535924,-0.792995,?,0,?,?,?,?
4718,'2020/05/05 21:29:56:296',30,0.013578,0.895232,0.246443,0.008535,-0.102079,0.173246,-0.979537,0.405055,0.620042,-0.248329,-0.070461,-0.281031,-0.535931,-0.792991,?,0,?,?,?,?
4719,'2020/05/05 21:29:56:309',30,-0.011418,0.892705,0.252747,0.006762,-0.086423,0.182175,-0.979437,0.405056,0.620041,-0.24833,-0.070463,-0.281032,-0.53593,-0.792991,?,0,?,?,?,?
4720,'2020/05/05 21:29:56:323',30,-0.036701,0.890549,0.258468,0.004965,-0.069001,0.191903,-0.978973,0.405056,0.620042,-0.24833,-0.070462,-0.281034,-0.535932,-0.792989,?,0,?,?,?,?
4721,'2020/05/05 21:29:56:337',30,-0.061326,0.888868,0.263918,0.003033,-0.051723,0.199831,-0.97846,0.405055,0.620043,-0.24833,-0.070458,-0.281035,-0.535937,-0.792986,?,0,?,?,?,?
4722,'2020/05/05 21:29:56:353',30,-0.086871,0.889014,0.26731,0.003636,-0.032304,0.203004,-0.978638,0.405055,0.620043,-0.248329,-0.070455,-0.281035,-0.535932,-0.79299,?,0,?,?,?,?
